pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,usage_information,classify,price
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,2.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Khác,512 GB,Đang cập nhật,In trên bao bì,desktop,9.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,,8 GB,,250 GB,Đang cập nhật,In trên bao bì,desktop,4.000.000 đ
,,Đã sử dụng (qua sửa chữa),3 tháng,,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,desktop,1.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,8 GB,Khác,128 GB,Việt Nam,In trên bao bì,desktop,1.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,250 GB,Mỹ,In trên bao bì,desktop,3.400.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Celeron,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,1.200.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.190.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,AMD,512 GB,Việt Nam,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (qua sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,desktop,5.490.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,32 GB,AMD,500 GB,Mỹ,In trên bao bì,desktop,7.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,4.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,16 GB,AMD,256 GB,Đức,In trên bao bì,desktop,4.200.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,4.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,desktop,4.490.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,6.900.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,3.500.000 đ
,,,,,,,,,,,desktop,
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,250 GB,Mỹ,In trên bao bì,desktop,5.490.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,4.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,8 GB,,256 GB,Đang cập nhật,In trên bao bì,desktop,2.600.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,7.999.999 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.200.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,16 GB,,1 TB,Đang cập nhật,In trên bao bì,desktop,1.900.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Nhật Bản,In trên bao bì,desktop,3.200.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,32 GB,NVIDIA,500 GB,Đang cập nhật,In trên bao bì,desktop,18.900.000 đ
,,Mới,7-12 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,8.000.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,256 GB,Nước khác,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,desktop,2.600.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,8.990.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i3,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,5.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i7,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,5.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i7,16 GB,AMD,128 GB,Nước khác,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (qua sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,2.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Xeon,32 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,7.700.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Mỹ,In trên bao bì,desktop,3.300.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,desktop,8.900.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,8.900.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,250 GB,Đang cập nhật,In trên bao bì,desktop,7.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Mới,Còn bảo hành,19 - 20.9 inch,Khác,32 GB,NVIDIA,512 GB,Nước khác,In trên bao bì,desktop,6.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.600.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,,,,,Đang cập nhật,In trên bao bì,desktop,700.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,450.000 đ
,,Mới,3 tháng,Không bán kèm màn hình,Intel Xeon,> 32GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,NVIDIA,250 GB,Đang cập nhật,In trên bao bì,desktop,2.950.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Atom,8 GB,Khác,500 GB,Đang cập nhật,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Xeon,16 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,desktop,2.850.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,8 GB,Onboard,480 GB,Trung Quốc,In trên bao bì,desktop,3.200.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,,Khác,1 TB,Đang cập nhật,In trên bao bì,desktop,10.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,16 GB,Khác,< 128 GB,Đang cập nhật,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Xeon,16 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,6.490.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Khác,6 GB,Khác,500 GB,Đang cập nhật,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Pentium,4 GB,Onboard,500 GB,Đang cập nhật,In trên bao bì,desktop,550.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,500 GB,Thái Lan,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Xeon,16 GB,AMD,256 GB,Hàn Quốc,In trên bao bì,desktop,7.500.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),2 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,4.800.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Việt Nam,In trên bao bì,desktop,2.700.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,desktop,2.400.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i7,8 GB,NVIDIA,480 GB,Việt Nam,In trên bao bì,desktop,5.900.000 đ
,,Mới,1 tháng,>= 21 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,4.100.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,128 GB,Đang cập nhật,In trên bao bì,desktop,6.400.000 đ
,,Mới,7-12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,8 GB,NVIDIA,250 GB,Trung Quốc,In trên bao bì,desktop,4.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,4 GB,,1 TB,Đang cập nhật,In trên bao bì,desktop,1.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,,Việt Nam,In trên bao bì,desktop,1.500.000 đ
,,Mới,Bảo hành hãng,,Intel Core i3,8 GB,,250 GB,Việt Nam,In trên bao bì,desktop,8.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,19 - 20.9 inch,Intel Core 2 Duo,4 GB,Khác,500 GB,Việt Nam,In trên bao bì,desktop,1.500.000 đ
,,Mới,Bảo hành hãng,,,,,,Mỹ,In trên bao bì,desktop,9.100.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,Khác,500 GB,Việt Nam,In trên bao bì,desktop,49.890.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,Không bán kèm màn hình,Intel Core i5,32 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,desktop,18.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,250 GB,Đang cập nhật,In trên bao bì,desktop,2.350.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i3,16 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,4.500.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,48.490.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Ryzen 5,16 GB,NVIDIA,250 GB,Đang cập nhật,In trên bao bì,desktop,4.868.686 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,40.990.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,500 GB,Mỹ,In trên bao bì,desktop,4.290.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core 2 Duo,1 GB,Khác,320 GB,Trung Quốc,In trên bao bì,desktop,1.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,5.600.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,,,,,Đang cập nhật,In trên bao bì,desktop,600.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i7,32 GB,AMD,500 GB,Việt Nam,In trên bao bì,desktop,27.490.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,15.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Xeon,32 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,10.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,,,,,320 GB,Đang cập nhật,In trên bao bì,desktop,300.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,32 GB,Khác,1 TB,Việt Nam,In trên bao bì,desktop,35.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,> 32GB,AMD,512 GB,Mỹ,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,1.350.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.100.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,desktop,4.000.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,13.290.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Xeon,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,< 128 GB,Nhật Bản,In trên bao bì,desktop,2.300.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,22.790.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,8 GB,,,Đang cập nhật,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Khác,4 GB,,320 GB,Đang cập nhật,In trên bao bì,desktop,1.800.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,3.850.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,15.890.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,256 GB,Đang cập nhật,In trên bao bì,desktop,4.200.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,20.990.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,desktop,1.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,,< 128 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,32 GB,AMD,128 GB,Việt Nam,In trên bao bì,desktop,3.900.000 đ
,,,,,,,,,,,desktop,
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,32 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,desktop,32.090.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core 2 Quad,4 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,1.100.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,,Intel Xeon,16 GB,NVIDIA,< 128 GB,Trung Quốc,In trên bao bì,desktop,2.999.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Khác,8 GB,,500 GB,Việt Nam,In trên bao bì,desktop,1.900.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Việt Nam,In trên bao bì,desktop,2.300.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,2.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,32 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,desktop,20.220.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,7.740.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,,16 GB,,,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,19 - 20.9 inch,Intel Xeon,32 GB,Khác,1 TB,Đang cập nhật,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,desktop,3.200.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Intel Core i5,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,10.500.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i9,> 32GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,27.990.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,22.990.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,16 GB,AMD,< 128 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Khác,16 GB,Onboard,1 TB,Mỹ,In trên bao bì,desktop,37.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,4.000.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,6.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,16 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,8.700.000 đ
,,Mới,7-12 tháng,>= 21 inch,Intel Pentium,,Onboard,128 GB,Nước khác,In trên bao bì,desktop,1.650.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,desktop,1.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,500 GB,Đang cập nhật,In trên bao bì,desktop,24.990.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,16 GB,NVIDIA,> 1 TB,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,,,,,Hàn Quốc,In trên bao bì,desktop,180.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i3,6 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,desktop,1.350.000 đ
